userinputid	inputvalue	assessmentvalue	repetitions	inputtimestamp	presentationtimestamp	startplaytimestamp	stopplaytimestamp	comment	status	itemid	url	label	options	expected	userid	initials	email	sex	accent	accentcity	firstlanguage	spokendialect	hearing	profession	education	parentslanguage	sessionid	participantage	environment	equipment	device	browser	startdate	enddate	residence	campaign	sectionid	position	ordering	active	scriptid	experiment	projectname	adminid	musicalinstrument	handedness	speechrate	ipaddress	foreignlanguages	fatherscity	motherscity	birthcity	proficiency	frequency	birthyear	birthmonth	hostname	username
2292869	վախ		1	1588279709647	1588279706633	1588279707335	1588279708562	null	done	2287456	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_T_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	192	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292870	տխրություն		1	1588279713034	1588279709803	1588279710632	1588279712223	null	done	2287557	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_T_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	17	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292871	ուրախություն		1	1588279715838	1588279713188	1588279713909	1588279715532	null	done	2287562	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_F_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	171	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292872	չեզոք		1	1588279718903	1588279716146	1588279716873	1588279718510	null	done	2287523	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_F.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	193	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292873	զայրույթ		1	1588279723553	1588279719042	1588279719793	1588279720963	null	done	2287586	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_F_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	173	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292874	զայրույթ		1	1588279726905	1588279723826	1588279724537	1588279725840	null	done	2287472	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_W_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	87	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292875	վախ		1	1588279729984	1588279727097	1588279727896	1588279728996	null	done	2287465	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_A_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	146	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292876	զզվանք		1	1588279733722	1588279730197	1588279730930	1588279732658	null	done	2287544	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_W.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	174	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292877	չեզոք		1	1588279736954	1588279733868	1588279735075	1588279736139	null	done	2287489	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_s_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	99	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292878	չեզոք		3	1588279744686	1588279737241	1588279738004	1588279743983	null	done	2287487	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_s_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	3	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292879	վախ		1	1588279748636	1588279744923	1588279746708	1588279748179	null	done	2287535	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	190	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292880	տխրություն		1	1588279752382	1588279748925	1588279749736	1588279751672	null	done	2287520	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_T.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	25	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292881	ուրախություն		1	1588279756022	1588279752704	1588279753677	1588279755179	null	done	2287536	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_F.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	143	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292882	զզվանք		2	1588279761030	1588279756288	1588279757016	1588279758840	null	done	2287583	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_E_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	102	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292883	զզվանք		1	1588279764968	1588279761255	1588279762454	1588279763718	null	done	2287493	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_E_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	116	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292884	տխրություն		1	1588279776360	1588279765196	1588279766471	1588279768081	null	done	2287581	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_A_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	69	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292885	վախ		1	1588279780257	1588279776668	1588279778486	1588279779134	null	done	2287454	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_A_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	112	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292886	զայրույթ		2	1588279786095	1588279780810	1588279781634	1588279783501	null	done	2287518	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_W.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	15	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292887	չեզոք		1	1588279788972	1588279786301	1588279787124	1588279788219	null	done	2287458	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_s_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	15	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292888	տխրություն		2	1588279793923	1588279789135	1588279789887	1588279793794	null	done	2287551	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_s_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	124	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292889	չեզոք		1	1588279796834	1588279794187	1588279794882	1588279796060	null	done	2287476	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_F_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	146	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292890	վախ		1	1588279799671	1588279796983	1588279797741	1588279798850	null	done	2287497	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	179	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292891	զայրույթ		1	1588279804421	1588279799815	1588279800737	1588279802003	null	done	2287549	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_W_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	81	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292892	վախ		1	1588279807496	1588279804724	1588279805454	1588279807059	null	done	2287526	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	101	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292893	չեզոք		1	1588279810452	1588279807636	1588279808527	1588279810045	null	done	2287504	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_F.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	73	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292894	տխրություն		1	1588279816778	1588279810673	1588279813020	1588279814209	null	done	2287453	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_T_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	80	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
2292895	զայրույթ		1	1588279819652	1588279817013	1588279817826	1588279818920	null	done	2287495	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_W_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2292746	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2292747	25	home	headphones	smartphone	webkit: true; version: 537.36; safari: true; ; Mozilla/5.0 (Linux; Android 10; SM-A505FM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36	30.04.2020	30.04.2020	Հայաստան		2287310	108	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	3	null	null	Անգլերեն Ռուսերեն 	null	null	null	null	null	0	0	null	null
